Site,Volume,Page(s),Type,Area,Cult age,Age max [ka],Age dated min [ka],Age [ka BP],Longitude,Latitude
P029842,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.382,35.793
P029843,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.409,35.785
P029844,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.418,35.753
P029845,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.431,35.743
P029846,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.466,35.843
P029847,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.46,35.812
P029848,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.452,35.798
P029849,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.436,35.79
P029850,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.436,35.776
P029851,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.456,35.76
P029852,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.456,35.749
P029853,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.456,35.733
P029854,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.02,35.561
P029855,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.03,35.561
P029856,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.029,35.548
P029857,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.029,35.598
P029858,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.054,35.597
P029859,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.067,35.58
P029860,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.068,35.552
P029861,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.106,35.609
P029862,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.118,35.628
P029863,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.606,35.845
P029864,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.565,35.813
P029865,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.555,35.776
P029866,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.56,35.761
P029867,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.566,35.749
P029868,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.569,35.733
P029869,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.56,35.721
P029870,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.537,35.728
P029871,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.522,35.688
P029872,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.582,35.715
P029873,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.579,35.702
P029874,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.6,35.682
P029875,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.612,35.67
P029876,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.616,35.659
P029877,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.601,35.654
P029878,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.588,35.651
P029879,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.518,36.413
P029880,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.497,36.401
P029881,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.511,36.381
P029882,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.53,36.371
P029883,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.504,36.367
P029884,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.524,36.358
P029885,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.774,36.317
P029886,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.768,36.309
P029887,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.762,36.292
P029888,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.758,36.282
P029889,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.757,36.268
P029890,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.757,36.251
P029891,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.754,36.237
P029892,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.803,35.922
P029893,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.805,35.912
P029894,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.81,35.902
P029895,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.81,35.893
P029896,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.809,35.883
P029897,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.809,35.872
P029898,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.805,35.861
P029899,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.822,35.86
P029900,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.828,35.872
P029901,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.839,35.859
P029902,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.794,35.87
P029903,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.864,35.882
P029904,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.877,35.881
P029905,Qinghai,19-20,detail-map,complete-province,Qijia,4,3.6,3.8,102.854,35.891
P029906,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,100.185,37.378
P029907,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,100.111,37.274
P029908,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.366,36.825
P029909,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.408,36.843
P029910,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.411,36.801
P029911,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.402,36.765
P029912,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.44,36.747
P029913,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.406,36.707
P029914,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.137,36.716
P029915,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.352,36.615
P029916,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.429,36.642
P029917,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.45,36.707
P029918,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.746,36.922
P029919,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.746,36.895
P029920,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.651,36.85
P029921,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.646,36.804
P029922,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.547,36.745
P029923,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.516,36.692
P029924,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.488,36.564
P029925,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.564,36.541
P029926,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.6,36.516
P029927,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.611,36.644
P029928,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.659,36.655
P029929,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.71,36.659
P029930,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.944,36.754
P029931,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.872,36.503
P029932,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.863,36.473
P029933,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.8,36.446
P029934,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.994,36.427
P029935,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.952,36.391
P029936,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.924,36.372
P029937,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,100.84,36.185
P029938,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.126,36.103
P029939,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.128,36.14
P029940,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.132,36.172
P029941,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.269,36.101
P029942,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.368,36.069
P029943,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.379,36.094
P029944,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.453,36.1
P029945,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.697,36.14
P029946,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.832,36.204
P029947,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.003,36.319
P029948,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.943,36.216
P029949,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.929,36.181
P029950,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.975,36.168
P029951,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.981,36.117
P029952,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.954,36.098
P029953,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.92,36.042
P029954,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.884,36.058
P029955,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.823,36.079
P029956,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.842,36.105
P029957,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.882,36.155
P029958,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.899,36.128
P029959,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.413,36.916
P029960,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.472,36.88
P029961,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.04,36.733
P029962,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.091,36.724
P029963,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.232,36.513
P029964,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.283,36.511
P029965,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.083,36.528
P029966,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.032,36.438
P029967,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.064,36.357
P029968,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.093,36.391
P029969,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.116,36.423
P029970,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.198,36.423
P029971,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.38,36.425
P029972,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,101.986,36.067
P029973,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.053,36.008
P029974,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.021,36.042
P029975,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.024,36.138
P029976,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.026,36.18
P029977,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.03,36.206
P029978,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.432,36.336
P029979,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.451,36.366
P029980,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.514,36.476
P029981,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.514,36.555
P029982,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.563,36.52
P029983,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.565,36.475
P029984,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.595,36.496
P029985,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.639,36.497
P029986,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.677,36.461
P029987,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.639,36.461
P029988,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.599,36.459
P029989,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.476,36.275
P029990,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.521,36.319
P029991,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.51,36.343
P029992,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.525,36.372
P029993,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.557,36.397
P029994,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.544,36.338
P029995,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.567,36.36
P029996,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.615,36.36
P029997,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.647,36.372
P029998,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.738,36.379
P029999,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.771,36.402
P030000,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.793,36.37
P030001,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.361,36.004
P030002,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.536,36.254
P030003,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.573,36.269
P030004,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.613,36.288
P030005,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.615,36.258
P030006,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.607,36.221
P030007,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.601,36.187
P030008,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.639,36.214
P030009,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.66,36.233
P030010,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.712,36.239
P030011,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.746,36.248
P030012,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.79,36.254
P030013,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.828,36.246
P030014,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.803,36.227
P030015,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.811,36.204
P030016,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.814,36.183
P030017,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.79,36.162
P030018,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.771,36.136
P030019,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.744,36.113
P030020,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.733,36.145
P030021,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.759,36.193
P030022,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.753,36.218
P030023,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.714,36.18
P030024,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.693,36.164
P030025,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.685,36.128
P030026,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.872,36.29
P030027,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.921,36.269
P030028,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.936,36.242
P030029,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.891,36.237
P030030,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.981,36.207
P030031,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.952,36.183
P030032,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.931,36.157
P030033,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.91,36.178
P030034,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.889,36.111
P030035,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.865,36.063
P030036,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.85,36.087
P030037,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.848,36.119
P030038,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.806,36.107
P030039,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.798,36.08
P030040,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.78,36.062
P030041,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.843,36.01
P030042,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.896,36.012
P030043,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.927,36.01
P030044,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.934,35.981
P030045,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.894,35.976
P030046,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.851,35.981
P030047,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.908,35.947
P030048,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.904,35.919
P030049,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.911,35.892
P030050,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.928,35.861
P030051,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.957,35.994
P030052,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.763,35.917
P030053,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.761,35.885
P030054,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.757,35.859
P030055,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.007,35.943
P030056,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.055,35.848
P030057,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.04,35.812
P030058,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.218,35.854
P030059,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.26,35.887
P030060,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.311,35.904
P030061,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.355,35.919
P030062,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.34,35.964
P030063,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.293,35.964
P030064,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.401,35.905
P030065,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.421,35.892
P030066,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.477,35.884
P030067,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.414,35.832
P030068,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.303,35.718
P030069,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.338,35.729
P030070,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.365,35.753
P030071,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.403,35.769
P030072,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.439,35.795
P030073,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.333,35.686
P030074,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.368,35.702
P030075,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.399,35.729
P030076,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.388,35.663
P030077,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.415,35.698
P030078,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.446,35.726
P030079,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.642,35.598
P030080,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.586,35.636
P030081,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.569,35.658
P030082,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.637,35.633
P030083,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.615,35.659
P030084,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.587,35.69
P030085,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.572,35.72
P030086,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.556,35.742
P030087,Qinghai,19-20,general-map,complete-province,Qijia,4,3.6,3.8,102.546,35.768
